ترقيم,رمز العرض,التخصص,الشهادة,المستوى المطلوب,نمط التكوين,التعريف بالنمط,المؤسسة,الداخلية,تاريخ البداية,تاريخ النهاية
290,207133,MES0702 - حلاقـة الرجال | Coiffure hommes,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1922 | مركز التكوين المهني و التمهين قنزات  | قنزات_سطيف,undefined,2025-02-23,2026-02-22
291,207137,CPX0702 - التجهيز و التأثيث الداخلي للمركبات | Garniture auto et ameublement,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1922 | مركز التكوين المهني و التمهين قنزات  | قنزات_سطيف,undefined,2025-02-23,2026-02-22
292,207148,HRT0701 - صناعة الحلويات | Pâtisserie,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1922 | مركز التكوين المهني و التمهين قنزات  | قنزات_سطيف,undefined,2025-02-23,2026-02-22
293,207151,HRT0703 - الإطعام / خيار: الطبخ التقليدي | Restauration/Option : Cuisine traditionnelle,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1922 | مركز التكوين المهني و التمهين قنزات  | قنزات_سطيف,undefined,2025-02-23,2026-02-22
294,207179,HRT0702 - الخبازة و الفطائر | Boulangerie viennoiserie,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1922 | مركز التكوين المهني و التمهين قنزات  | قنزات_سطيف,undefined,2025-02-23,2026-02-22
295,207205,ART0711 - طلاء، حروف و زخرفة | Peinture lettres et décoration,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,حضوري أولي  | Présentiel,التكوين الإقامي (الحضوري) هو تكوين يهدف إلى اكتساب تأهيل داخل مؤسسة تكوينية باستعمال التجهيزات الصناعية أو التعليمية,1922 | مركز التكوين المهني و التمهين قنزات  | قنزات_سطيف,undefined,2025-02-23,2026-02-22
296,207302,ELE02Q - تركيب الأسلاك الكهربائية | Montage câblage électrique,ش.تأهيل.م | CQP,الطور الابتدائي | CYCLE PRIMAIRE,تأهيلي أولي | QUALIFIANTE INITIALE,التكوين التأهيلي الأولي، هو تكوين قصير المدى يهدف إلى إكتساب كفاءات خاصة ، تسمح لطالبي التكوين من الحصول على تأهيل أولي يمكّنه من الإندماج الإجتماعي المهني أو إنشاء مؤسسته المصغرة.,1922 | مركز التكوين المهني و التمهين قنزات  | قنزات_سطيف,undefined,2025-02-23,2025-05-22
297,207907,IAA0702 - إنتاج زيت الزيتون | Production d’huiles d'olives,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1922 | مركز التكوين المهني و التمهين قنزات  | قنزات_سطيف,undefined,2025-02-23,2026-02-22
298,205530,ART0702 - الحدادة الفنية | Ferronnerie d’art,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1906 | مركز التكوين المهني و التمهين بوقاعة  | بوقاعة_سطيف,undefined,2025-02-23,2026-02-22
299,205532,"CML1202 - مطالة وهياكل المركبات | Tôlerie, Carrosserie automobile",ش.ت.م.م | CFPS,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1906 | مركز التكوين المهني و التمهين بوقاعة  | بوقاعة_سطيف,undefined,2025-02-23,2026-02-22
300,205535,CML0704 - نجارة الألومينيوم والمواد البلاستيكية   (PVC) | Menuiserie aluminium et PVC,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1906 | مركز التكوين المهني و التمهين بوقاعة  | بوقاعة_سطيف,undefined,2025-02-23,2026-02-22
301,205536,HRT0701 - صناعة الحلويات | Pâtisserie,ش.ك.م | CAP,الطور الابتدائي | CYCLE PRIMAIRE,تكوين عن طريق التمهين | Formation par Apprentissage,التكوين عن طريق التمهين هو نمط من التكوين المهني ينظم في شكل تناوبي بين المؤسسة العمومية للتكوين المهني و الوسط المهني، يهدف إلى اكتساب تأهيل مهني أولي في منصب التمهين يسمح بممارسة مهنة في مختلف قطاعات النشاط المرتبطة بإنتاج المواد و/ أو الخدمات,1906 | مركز التكوين المهني و التمهين بوقاعة  | بوقاعة_سطيف,undefined,2025-02-23,2026-02-22
